Brand,Category,Colour,Product Link,Main Image,Product Name,Current Price,,,,,,,,,,,
Sosander,Dresses,Blue,https://www.sosandar.com/petite-light-wash-blue-blouson-sleeve-denim-midi-dress,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2311_25_s24dd003dm001w_25_126_2.jpg,Petite Light Wash Blue Blouson Sleeve Denim Midi Dress,£79.00,,,,,,,,,,,petite light wash blue blouson sleeve denim midi dress
Sosander,Tops,Pink,https://www.sosandar.com/pink-tie-dye-satin-shirt-1,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2401_95_s23tw128pkcv01_95_076.jpg,Petite Pink Floral Print Satin Shirt,£49.00,,,,,,,,,,,petite pink floral print satin shirt
Sosander,Blazers,Red,https://www.sosandar.com/petite-azure-blue-tailored-blazer,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2402_26_s24ow085be0007_s24bw048be0007_26_099_1.jpg,Petite Azure Blue Tailored Blazer,£85.00,,,,,,,,,,,petite azure blue tailored blazer
Sosander,Leggings & Jeggings,Blue,https://www.sosandar.com/petite-cobalt-blue-ruffle-detail-fit-flare-dress,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2401_82_s24dw040bl0001_82_101_1.jpg,Petite Cobalt Blue Ruffle Detail Fit & Flare Dress,£69.00,,,,,,,,,,,petite cobalt blue ruffle detail fit & flare dress
Sosander,Jumpsuits & Playsuits,Black,https://www.sosandar.com/petite-black-white-contrast-trim-wrap-front-jumpsuit,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_0124_51_s24jw010bk0001_51_061_1.jpg,Petite Black & White Contrast Trim Wrap Front Jumpsuit,£79.00,,,,,,,,,,,petite black & white contrast trim wrap front jumpsuit
Sosander,Dresses,Green,https://www.sosandar.com/petite-emerald-v-neck-velvet-ruched-detail-midi-dress,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web-4_a21dv001_009_2_1_1.jpg,Petite Emerald Green V Neck Velvet Ruched Detail Midi Dress,£85.00,,,,,,,,,,,petite emerald green v neck velvet ruched detail midi dress
Sosander,Tops,Pink,https://www.sosandar.com/petite-rose-gold-sequin-v-neck-blouson-sleeve-top,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web-16_s20tw100pk_079_2_1.jpg,Petite Rose Gold Sequin V Neck Blouson Sleeve Top,£59.00,,,,,,,,,,,petite rose gold sequin v neck blouson sleeve top
Sosander,Tops,Black,https://www.sosandar.com/black-gold-sheer-sleeve-bardot-top-1,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/2/0/2020_08_31_aynhoe_park_sosandar51747_1.jpg,Petite Black & Gold Geometric Print Sheer Sleeve Bardot Top,£55.00,,,,,,,,,,,petite black & gold geometric print sheer sleeve bardot top
Sosandar,Dresses,Black,https://www.sosandar.com/petite-black-sequin-embellished-keyhole-detail-pencil-dress,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_30_a22dw019bk0001_090_1.jpg,Petite Black Sequin Embellished Keyhole Detail Pencil Dress,£99.00,,,,,,,,,,,
Sosandar,Dresses,Black,https://www.sosandar.com/petite-black-dazzling-bardot-ruched-midi-dress,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2408_18_a24dj083bk0001_18_116_1.jpg,Petite Black Dazzling Bardot Ruched Midi Dress,£85.00,,,,,,,,,,,
Sosandar,Dresses,Black,https://www.sosandar.com/black-velvet-premium-bow-sleeve-shift-dress-1,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2309_35_a23dv011bk0001_35_049_1.jpg,Petite Black Velvet Premium Bow Sleeve Shift Dress,£95.00,,,,,,,,,,,
Sosandar,Trousers,Black,https://www.sosandar.com/petite-black-faux-leather-palazzo-trousers,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2408_206_a24tj064bkfl01_a24bp002bk0001_206_027_2.jpg,Petite Black Faux Leather Palazzo Trousers,£65.00,,,,,,,,,,,
Sosandar,Tops,Black,https://www.sosandar.com/petite-black-velvet-tie-front-wrap-top,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_rt_163_a22tv002_a22bd020mc0004_068_1.jpg,Petite Black Velvet Tie Front Wrap Top,£55.00,,,,,,,,,,,
Sosandar,Trousers,Black,https://www.sosandar.com/petite-black-sparkle-diamante-tapered-trousers,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2408_10_a24tw101bk0001_a24bw054bk0001_10_71_1_1.jpg,Petite Black Sparkle Diamante Tapered Trousers,£69.00,,,,,,,,,,,
Sosandar,Trousers,Black,https://www.sosandar.com/petite-black-faux-leather-button-front-kick-flare-trousers,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2408_39_a24tw068bk0001_39_20_rt_1.jpg,Petite Black Faux Leather Button Front Kick Flare Trousers,£59.00,,,,,,,,,,,
Sosandar,Blazers,Black,https://www.sosandar.com/petite-black-luxury-sparkling-diamante-stud-blazer,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2309_71_a23ow037bk0001_a23bw007bk0001_s23tw089bk0001_71_096_2_1_1.jpg,Petite Black Luxury Sparkling Diamante Stud Blazer,£110.00,,,,,,,,,,,
Sosandar,Leggings & Jeggings,Black,https://www.sosandar.com/petite-black-leather-look-seam-detail-premium-leggings,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2408_53_a24tw063bk0001_53_9_1.jpg,Petite Black Leather Look Seam Detail Premium Leggings,£55.00,,,,,,,,,,,
Sosandar,Blazers,Black,https://www.sosandar.com/petite-black-relaxed-fit-double-breasted-blazer,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2401_37_a23bp018bk0001_s24ow069bk0001_37_139rt_2.jpg,Petite Black Relaxed Fit Double Breasted Blazer,£85.00,,,,,,,,,,,
Sosandar,Leggings & Jeggings,Black,https://www.sosandar.com/petite-black-leather-look-premium-leggings,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web-black-38_s20tk140bn_sa18tr01pt_230_1_1.jpg,Petite Black Leather Look Premium Leggings,£55.00,,,,,,,,,,,
Sosandar,Dresses,Black,https://www.sosandar.com/petite-black-metallic-boucle-dress-with-sheer-sleeves,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2408_101_a24dw112bk0001_101_025_1.jpg,Petite Black Metallic Boucle Dress With Sheer Sleeves,£85.00,,,,,,,,,,,
Sosandar,Tops,Black,https://www.sosandar.com/petite-black-mesh-ruched-sleeve-top,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2408_212_a24tj003bk0001_a24bl001bk0001_212_047_1.jpg,Petite Black Mesh Sleeve Sculpting Top,£39.00,,,,,,,,,,,
Sosandar,Tops,Black,https://www.sosandar.com/petite-black-contrast-trim-frill-detail-one-shoulder-top,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2406_81_s24tj226bk0001_81_079_1.jpg,Petite Black Contrast Trim Frill Detail One Shoulder Top,£39.00,,,,,,,,,,,
Sosandar,Jumpsuits & Playsuits,Black,https://www.sosandar.com/petite-black-floral-print-ruffle-detail-bardot-playsuit,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/2/4/2404_47_s24jw038bkwe01_47_093_swap.jpg,Petite Black Floral Print Ruffle Detail Bardot Playsuit,£49.00,,,,,,,,,,,
Sosandar,Skirts,Black,https://www.sosandar.com/petite-ivory-spot-print-satin-ruffle-hem-midi-skirt,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2405_52_s24sw043bksp01_52_136_1.jpg,Petite Ivory Spot Print Satin Ruffle Hem Midi Skirt,£45.00,,,,,,,,,,,
Sosandar,Tops,Black,https://www.sosandar.com/petite-black-white-contrast-trim-kimono-sleeve-top,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2402_75_s24tj062bk0001_75_070_1.jpg,Petite Black & White Contrast Trim Kimono Sleeve Top,£45.00,,,,,,,,,,,
Sosandar,Leggings & Jeggings,Black,https://www.sosandar.com/petite-black-white-contrast-trim-two-part-fit-flare-dress,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2408_116_a24dk246bkwe01_116_247_1.jpg,Petite Black & White Contrast Trim Two Part Fit & Flare Dress,£79.00,,,,,,,,,,,
Sosandar,Blazers,Black,https://www.sosandar.com/petite-black-tailored-blazer-with-leopard-print-lining,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2407_55_a24ow062bk0001_55_17471_1.jpg,Petite Black Tailored Blazer With Leopard Print Lining,£85.00,,,,,,,,,,,
Sosandar,Dresses,Black,https://www.sosandar.com/petite-black-spot-print-ruffle-detail-fluted-sleeve-midi-dress,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2401_71_s24dw041bkwe01_71_015_1.jpg,Petite Black Spot Print Ruffle Detail Fluted Sleeve Midi Dress,£79.00,,,,,,,,,,,
Sosandar,Leggings & Jeggings,Black,https://www.sosandar.com/petite-black-embellished-detail-fit-flare-dress,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2408_228_a24dw105bk0001_228_012_2.jpg,Petite Black Luxe Embellished Detail Fit & Flare Dress,£95.00,,,,,,,,,,,
Sosandar,Trousers,Black,https://www.sosandar.com/petite-black-white-spot-print-wide-leg-trousers,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2404_111_s24tw032bk0001_s24bw006bksp01_111_073_1_1.jpg,Petite Black & White Spot Print Wide Leg Trousers,£59.00,,,,,,,,,,,
Sosandar,Jumpsuits & Playsuits,Black,https://www.sosandar.com/petite-black-white-contrast-trim-wrap-front-jumpsuit,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_0124_51_s24jw010bk0001_51_061_1.jpg,Petite Black & White Contrast Trim Wrap Front Jumpsuit,£79.00,,,,,,,,,,,
Sosandar,Dresses,Black,https://www.sosandar.com/petite-black-luxe-lace-two-part-pencil-midi-dress,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2308_15_s23dw110bk0001_15_031_1.jpg,Petite Black Luxe Lace Two Part Pencil Midi Dress,£85.00,,,,,,,,,,,
Sosandar,Skirts,Black,https://www.sosandar.com/petite-black-faux-leather-midaxi-skirt,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2311_16_a23sp009bk0001_16_132_2.jpg,Petite Black Faux Leather Midaxi Skirt,£59.00,,,,,,,,,,,
Sosandar,Dresses,Black,https://www.sosandar.com/petite-black-feather-trim-shift-dress,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_rt_142_a22dw069bk0001_016_1.jpg,Petite Black Feather Trim Shift Dress,£85.00,,,,,,,,,,,
Sosandar,Dresses,Black,https://www.sosandar.com/petite-black-velvet-embellished-scoop-back-dress,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/2/0/2020_08_31_aynhoe_park_sosandar51924_1.jpg,Petite Black Velvet Embellished Scoop Back Dress,£95.00,,,,,,,,,,,
Sosandar,Tops,Black,https://www.sosandar.com/black-gold-sheer-sleeve-bardot-top-1,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/2/0/2020_08_31_aynhoe_park_sosandar51747_1.jpg,Petite Black & Gold Geometric Print Sheer Sleeve Bardot Top,£55.00,,,,,,,,,,,
Sosandar,Trousers,Black,https://www.sosandar.com/petite-black-high-waisted-wide-leg-trousers,https://cdn.sosandar.com/media/catalog/product/cache/0ad62aa88f50338ba969372be71afacb/w/e/web_2401_98_a23tj005whsp01_98_070_3.jpg,Petite Black High Waisted Wide Leg Trousers,£55.00,,,,,,,,,,,
