Position,Category,Brand,Colour,Product Name,Current Price,Original Price,Discount,Product Link,Main Image,Main Image Alt,Swatch Image 1,Swatch Alt 1,Swatch Image 2,Swatch Alt 2
1,Trousers,River Island,Black,Petite Black Sequin Tailored Fringe Trousers,£49.00,,,https://www.riverisland.com/p/petite-black-sequin-tailored-fringe-trousers-914665,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914665_main?_a=BATAV5fi0,Petite Black Sequin Tailored Fringe Trousers,,,,
2,Leggings Or Jeggings,River Island,Black,Petite Black Faux Leather Leggings,£28.00,,,https://www.riverisland.com/p/petite-black-faux-leather-leggings-913725,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913725_main?_a=BATAV5fi0,Petite Black Faux Leather Leggings,,,,
3,Dresses,River Island,Brown,Petite Brown Leopard Mini Sweatshirt Dress,£28.00,,,https://www.riverisland.com/p/petite-brown-leopard-mini-sweatshirt-dress-919202,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/919202_main?_a=BATAV5fi0,Petite Brown Leopard Mini Sweatshirt Dress,https://images.riverisland.com/is/image/RiverIsland/919202_swatch,,https://images.riverisland.com/is/image/RiverIsland/919203_swatch,
4,Tops,River Island,Black,Petite Black Longline Waistcoat Jumpsuit,£55.00,,,https://www.riverisland.com/p/petite-black-longline-waistcoat-jumpsuit-918505,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/918505_main?_a=BATAV5fi0,Petite Black Longline Waistcoat Jumpsuit,,,,
5,Coats & Jackets,River Island,Black,Petite Black Wool Midi Military Coat,£85.00,,,https://www.riverisland.com/p/petite-black-wool-midi-military--coat-914221,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914221_main?_a=BATAV5AA0,Petite Black Wool Midi Military Coat,,,,
6,Jeans,River Island,Blue,Petite Blue Denim Relaxed Straight Jeans,£42.00,,,https://www.riverisland.com/p/petite-blue-denim-relaxed-straight-jeans-912156,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/912156_main?_a=BATAV5AA0,Petite Blue Denim Relaxed Straight Jeans,,,,
7,Tops,River Island,Black,Petite Black Fitted Tuxedo Waistcoat,£32.00,,,https://www.riverisland.com/p/petite-black-fitted-tuxedo-waistcoat-913962,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913962_main?_a=BATAV5AA0,Petite Black Fitted Tuxedo Waistcoat,,,,
8,Tops,River Island,Black,Petite Black Sequin Fringe Shirt,£49.00,,,https://www.riverisland.com/p/petite-black-sequin-fringe-shirt-914664,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914664_main?_a=BATAV5AA0,Petite Black Sequin Fringe Shirt,,,,
9,Jeans,River Island,,Petite High Waisted Relaxed Straight Jeans,£42.00,,,https://www.riverisland.com/p/petite-high-waisted-relaxed-straight-jeans-912453,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/912453_main?_a=BATAV5AA0,Petite High Waisted Relaxed Straight Jeans,,,,
10,Skirts,River Island,Cream,Petite Cream 3D Texture Pencil Skirt,£49.00,,,https://www.riverisland.com/p/petite-cream-3d-texture-pencil-skirt-914666,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914666_main?_a=BATAV5AA0,Petite Cream 3D Texture Pencil Skirt,,,,
11,Leggings Or Jeggings,River Island,Black,Petite Black Mid Rise Sculpt Molly Jeggings,£48.00,,,https://www.riverisland.com/p/petite-black-mid-rise-sculpt-molly-jeggings-913105,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913105_main?_a=BATAV5AA0,Petite Black Mid Rise Sculpt Molly Jeggings,,,,
12,Jeans,River Island,Red,Petite Red Relaxed Straight Snake Print Jeans,£60.00,,,https://www.riverisland.com/p/petite-red-relaxed-straight-snake-print-jeans-916873,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/916873_main?_a=BATAV5AA0,Petite Red Relaxed Straight Snake Print Jeans,,,,
13,Coats & Jackets,River Island,Khaki,Petite Khaki Waxed Collar Jacket,£40.00,,,https://www.riverisland.com/p/petite-khaki-waxed-collar-jacket-919017,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/919017_main?_a=BATAV5AA0,Petite Khaki Waxed Collar Jacket,,,,
14,Nightwear,River Island,Black,Petite Black Satin Toile Print Pyjamas Set,£40.00,,,https://www.riverisland.com/p/petite-black-satin-toile-print-pyjamas-set-913724,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913724_main?_a=BATAV5AA0,Petite Black Satin Toile Print Pyjamas Set,,,,
15,Jeans,River Island,Brown,Petite Brown Relaxed Straight Jeans,£42.00,,,https://www.riverisland.com/p/petite-brown-relaxed-straight-jeans-913800,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913800_main?_a=BATAV5AA0,Petite Brown Relaxed Straight Jeans,,,,
16,Tops,River Island,Black,Petite Black Embellished Shoulder Top,£42.00,,,https://www.riverisland.com/p/petite-black-embellished-shoulder-top-915034,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/915034_main?_a=BATAV5AA0,Petite Black Embellished Shoulder Top,,,,
17,Dresses,River Island,Khaki,Petite Khaki Camouflage Mini Sweatshirt Dress,£28.00,,,https://www.riverisland.com/p/petite-khaki-camouflage-mini-sweatshirt-dress-919203,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/919203_main?_a=BATAV5AA0,Petite Khaki Camouflage Mini Sweatshirt Dress,https://images.riverisland.com/is/image/RiverIsland/919203_swatch,,https://images.riverisland.com/is/image/RiverIsland/919202_swatch,
18,Jeans,River Island,Grey,Petite Grey Denim Super Wide Jeans,£48.00,,,https://www.riverisland.com/p/petite-grey-denim-super-wide-jeans-916705,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/916705_main?_a=BATAV5AA0,Petite Grey Denim Super Wide Jeans,,,,
19,Trousers,River Island,Black,Petite Black Metallic Snake Plisse Trousers,£35.00,,,https://www.riverisland.com/p/petite-black-metallic-snake-plisse-trousers-917948,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/917948_main?_a=BATAV5AA0,Petite Black Metallic Snake Plisse Trousers,,,,
20,Jeans,River Island,Blue,Petite Blue Denim Super Wide Leg Jeans,£48.00,,,https://www.riverisland.com/p/petite-blue-denim-super-wide-leg-jeans-917466,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/917466_main?_a=BATAV5AA0,Petite Blue Denim Super Wide Leg Jeans,,,,
21,Tops,River Island,Green,Petite Green Camouflage Sweatshirt,£28.00,,,https://www.riverisland.com/p/petite-green-camouflage-sweatshirt-919055,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/919055_main?_a=BATAV5AA0,Petite Green Camouflage Sweatshirt,,,,
22,Skirts,River Island,White,Petite White Sequin Pull On Midi Skirt,£42.00,,,https://www.riverisland.com/p/petite-white-sequin-pull-on-midi-skirt-913860,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913860_main?_a=BATAV5AA0,Petite White Sequin Pull On Midi Skirt,,,,
23,Tops,River Island,Black,Petite Black Metallic Snake Plisse Waistcoat,£32.00,,,https://www.riverisland.com/p/petite-black-metallic-snake-plisse-waistcoat-917947,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/917947_main?_a=BATAV5AA0,Petite Black Metallic Snake Plisse Waistcoat,,,,
24,Tops,River Island,Black,Petite Black Denim Asymmetric Waistcoat,£40.00,,,https://www.riverisland.com/p/petite-black-denim-asymmetric-waistcoat-917016,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/917016_main?_a=BATAV5AA0,Petite Black Denim Asymmetric Waistcoat,,,,
25,Tops,River Island,Khaki,Petite Khaki Button Down Polo Top,£35.00,,,https://www.riverisland.com/p/petite-khaki-button-down-polo-top-914718,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914718_main?_a=BATAV5AA0,Petite Khaki Button Down Polo Top,,,,
26,Skirts,River Island,Black,Petite Black Belted Crepe Pleated Mini Skirt,£39.00,,,https://www.riverisland.com/p/petite-black-belted-crepe-pleated-mini-skirt-913251,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913251_main?_a=BATAV5AA0,Petite Black Belted Crepe Pleated Mini Skirt,,,,
27,Trousers,River Island,Black,Petite Black Tailored Trousers,£39.00,,,https://www.riverisland.com/p/petite-black-tailored-trousers-913959,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913959_main?_a=BATAV5AA0,Petite Black Tailored Trousers,,,,
28,Skirts,River Island,Khaki,Petite Khaki Knit Button Detail Midi Skirt,£35.00,,,https://www.riverisland.com/p/petite-khaki-knit-button-detail-midi-skirt-914719,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914719_main?_a=BATAV5AA0,Petite Khaki Knit Button Detail Midi Skirt,,,,
29,Jeans,River Island,Blue,Petite Blue Denim Relaxed Straight Jeans,£42.00,,,https://www.riverisland.com/p/petite-blue-denim-relaxed-straight-jeans-916867,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/916867_main?_a=BATAV5AA0,Petite Blue Denim Relaxed Straight Jeans,https://images.riverisland.com/is/image/RiverIsland/916867_swatch,,https://images.riverisland.com/is/image/RiverIsland/913801_swatch,
30,Tops,River Island,White,Petite White Sequin Tie Side Top,£38.00,,,https://www.riverisland.com/p/petite-white-sequin-tie-side-top-913858,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913858_main?_a=BATAV5AA0,Petite White Sequin Tie Side Top,,,,
31,Tops,River Island,Black,Petite Black Long Sleeve Lace Shirt,£38.00,,,https://www.riverisland.com/p/petite-black-long-sleeve-lace-shirt-917463,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/917463_main?_a=BATAV5AA0,Petite Black Long Sleeve Lace Shirt,,,,
32,Dresses,River Island,Cream,Petite Cream Floral Lace Maxi Dress,£65.00,,,https://www.riverisland.com/p/petite-cream-floral-lace-maxi-dress-915706,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/915706_main?_a=BATAV5AA0,Petite Cream Floral Lace Maxi Dress,,,,
33,Tops,River Island,Black,Petite Black Beaded Bubble Hem Cami Top,£28.00,,,https://www.riverisland.com/p/petite-black-beaded-bubble-hem-cami-top-914633,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914633_main?_a=BATAV5AA0,Petite Black Beaded Bubble Hem Cami Top,,,,
34,Dresses,River Island,Black,Petite Black Velvet Feather Hem Shift Dress,£66.00,,,https://www.riverisland.com/p/petite-black-velvet-feather-hem-shift-dress-917189,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/917189_main?_a=BATAV5AA0,Petite Black Velvet Feather Hem Shift Dress,,,,
35,Cardigan,River Island,Pink,Petite Pink Sequin Bow Cardigan,£45.00,,,https://www.riverisland.com/p/petite-pink-sequin-bow-cardigan-914672,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914672_main?_a=BATAV5AA0,Petite Pink Sequin Bow Cardigan,,,,
36,Skirts,River Island,Black,Petite Black Satin Beaded Midi Skirt,£55.00,,,https://www.riverisland.com/p/petite-black-satin-beaded-midi-skirt-915604,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/915604_main?_a=BATAV5AA0,Petite Black Satin Beaded Midi Skirt,,,,
37,Dresses,River Island,Black,Petite Black Devore Floral Maxi Dress,£45.00,,,https://www.riverisland.com/p/petite-black-devore-floral-maxi-dress-916702,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/916702_main?_a=BATAV5AA0,Petite Black Devore Floral Maxi Dress,,,,
38,Jeans,River Island,Grey,Petite Grey Relaxed Straight Jeans,£42.00,,,https://www.riverisland.com/p/petite-grey-relaxed-straight-jeans-913801,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913801_main?_a=BATAV5AA0,Petite Grey Relaxed Straight Jeans,https://images.riverisland.com/is/image/RiverIsland/913801_swatch,,https://images.riverisland.com/is/image/RiverIsland/916867_swatch,
39,Jumpsuits,River Island,Cream,Petite Cream Tuxedo Playsuit,£65.00,,,https://www.riverisland.com/p/petite-cream-tuxedo-playsuit-913963,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913963_main?_a=BATAV5AA0,Petite Cream Tuxedo Playsuit,,,,
40,Trousers,River Island,Black,Petite Black Pleated Wide Leg Trousers,£40.00,,,https://www.riverisland.com/p/petite-black-pleated-wide-leg-trousers-913647,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913647_main?_a=BATAV5AA0,Petite Black Pleated Wide Leg Trousers,,,,
41,Trousers,River Island,Brown,Petite Brown Faux Leather Wide Leg Trousers,£45.00,,,https://www.riverisland.com/p/petite-brown-faux-leather-wide-leg-trousers-912472,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/912472_main?_a=BATAV5AA0,Petite Brown Faux Leather Wide Leg Trousers,,,,
42,Jeans,River Island,Blue,Petite Blue High Waisted Pocket Wide Leg Jean,£50.00,,,https://www.riverisland.com/p/petite-blue-high-waisted-pocket-wide-leg-jean-915863,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/915863_main?_a=BATAV5AA0,Petite Blue High Waisted Pocket Wide Leg Jean,https://images.riverisland.com/is/image/RiverIsland/915863_swatch,,https://images.riverisland.com/is/image/RiverIsland/914571_swatch,
43,Coats & Jackets,River Island,Black,Petite Black Faux Fur Collar Coat,£99.00,,,https://www.riverisland.com/p/petite-black-faux-fur-collar-coat-913773,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913773_main?_a=BATAV5AA0,Petite Black Faux Fur Collar Coat,,,,
44,Jeans,River Island,Blue,Petite Blue Denim Double Waistband Jeans,£45.00,,,https://www.riverisland.com/p/petite-blue-denim-double-waistband-jeans-916267,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/916267_main?_a=BATAV5AA0,Petite Blue Denim Double Waistband Jeans,,,,
45,Dresses,River Island,Cream,Petite Cream Sequin Slip Dress,£66.00,,,https://www.riverisland.com/p/petite-cream-sequin-slip-dress-916078,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/916078_main?_a=BATAV5AA0,Petite Cream Sequin Slip Dress,,,,
46,Jeans,River Island,Black,Petite Black Relaxed Straight Jeans,£42.00,,,https://www.riverisland.com/p/petite-black-relaxed-straight-jeans-912150,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/912150_main?_a=BATAV5AA0,Petite Black Relaxed Straight Jeans,,,,
