Position,Category,Brand,Colour,Product Name,Current Price,Original Price,Discount,Product Link,Main Image,Main Image Alt,Swatch Image 1,Swatch Alt 1,Swatch Image 2,Swatch Alt 2
224,Knitwear,Dorothy Perkins,,Petite Stitch Crew Neck Jumper,£27.30,£39.00,Save 30%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-stitch-crew-neck-jumper_bqq19746?colour=pink,https://mediahub.debenhams.com/bqq19746_pink_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Stitch Crew Neck Jumper pink,https://mediahub.debenhams.com/bqq19746_pink_xl_s?qlt=80&w=40&h=40&dpr=1&fit=cvr,pink,https://mediahub.debenhams.com/bqq19746_grey%20marl_xl_s?qlt=80&w=40&h=40&dpr=1&fit=cvr,grey marl
225,Tops,Dorothy Perkins,Blue,Petite Blue Animal Long Sleeve Tea Blouse,£18.85,£29.00,Save 35%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-blue-animal-long-sleeve-tea-blouse_bqq19612?colour=blue,https://mediahub.debenhams.com/bqq19612_blue_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Blue Animal Long Sleeve Tea Blouse blue,,,,
226,Coats & Jackets,Dorothy Perkins,,Petite Button Front Waistcoat,£18.85 - £20.30,£29.00,Up to 35% OFF,https://www.dorothyperkins.com/product/dorothy-perkins-petite-button-front-waistcoat_bqq19417?colour=black,https://mediahub.debenhams.com/bqq19417_black_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Button Front Waistcoat black,https://mediahub.debenhams.com/bqq19417_black_xl_s?qlt=80&w=40&h=40&dpr=1&fit=cvr,black,https://mediahub.debenhams.com/bqq19417_black_xl_s?qlt=80&w=40&h=40&dpr=1&fit=cvr,black
227,Cardigans,Dorothy Perkins,,Petite Tipped Cable Knitted Button Down Midi Cardigan,£29.25,£45.00,Save 35%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-tipped-cable-knitted-button-down-midi-cardigan_bqq20232?colour=black,https://mediahub.debenhams.com/bqq20232_black_xl_1?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Tipped Cable Knitted Button Down Midi Cardigan black,https://mediahub.debenhams.com/bqq20232_black_xl_s?qlt=80&w=40&h=40&dpr=1&fit=cvr,black,https://mediahub.debenhams.com/bqq20232_black_xl_s?qlt=80&w=40&h=40&dpr=1&fit=cvr,black
228,Blazers,Dorothy Perkins,,Petite Lace Single Breasted Blazer,£29.50,£59.00,Save 50%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-lace-single-breasted-blazer_bqq19900?colour=black,https://mediahub.debenhams.com/bqq19900_black_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Lace Single Breasted Blazer black,,,,
229,Dresses,Dorothy Perkins,,Petite Spot Button Front Long Sleeve Midi Dress,£29.25,£45.00,Save 35%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-spot-button-front-long-sleeve-midi-dress_bqq19808?colour=black,https://mediahub.debenhams.com/bqq19808_black_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Spot Button Front Long Sleeve Midi Dress black,,,,
230,Dresses,Dorothy Perkins,Red,Petite Red Spot Sweetheart Neckline Puff Sleeve Mini Dress,£11.00,£35.00,Save 69%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-red-spot-sweetheart-neckline-puff-sleeve-mini-dress_bqq18232?colour=red,https://mediahub.debenhams.com/bqq18232_red_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Red Spot Sweetheart Neckline Puff Sleeve Mini Dress red,,,,
231,Dresses,Dorothy Perkins,,Petite Blouson Waist Detail Mini Dress,£10.15,£29.00,Save 65%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-blouson-waist-detail-mini-dress_bqq17539?colour=pink,https://mediahub.debenhams.com/bqq17539_pink_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Blouson Waist Detail Mini Dress pink,,,,
232,Dresses,Dorothy Perkins,,Petite Mono Abstract V Neck Shirred Bodice Midi Dress,£13.65,£39.00,Save 65%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-mono-abstract-v-neck-shirred-bodice-midi-dress_bqq18251?colour=mono,https://mediahub.debenhams.com/bqq18251_mono_xl_1?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Mono Abstract V Neck Shirred Bodice Midi Dress mono,,,,
233,Dresses,Dorothy Perkins,,Petite Mono Ditsy Ruffle Wrap Long Sleeve Mini Dress,£28.00,£35.00,Save 20%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-mono-ditsy-ruffle-wrap-long-sleeve-mini-dress_bqq20141?colour=floral,https://mediahub.debenhams.com/bqq20141_floral_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Mono Ditsy Ruffle Wrap Long Sleeve Mini Dress floral,,,,
234,Dresses,Dorothy Perkins,Pink,Petite Pink Large Floral Ruffle Wrap Long Sleeve Mini Dress,£28.00,£35.00,Save 20%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-pink-large-floral-ruffle-wrap-long-sleeve-mini-dress_bqq20140?colour=black,https://mediahub.debenhams.com/bqq20140_black_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Pink Large Floral Ruffle Wrap Long Sleeve Mini Dress black,,,,
235,Tops,Dorothy Perkins,,Petite Floral Sweetheart Tie Front Blouse,£7.50,£25.00,Save 70%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-floral-sweetheart-tie-front-blouse_bqq18405?colour=yellow,https://mediahub.debenhams.com/bqq18405_yellow_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Floral Sweetheart Tie Front Blouse yellow,,,,
236,Tops,Dorothy Perkins,,Petite Embroidered Shirred Bodice Blouse,£10.00,£35.00,Save 71%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-embroidered-shirred-bodice-blouse_bqq17694?colour=mono,https://mediahub.debenhams.com/bqq17694_mono_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Embroidered Shirred Bodice Blouse mono,,,,
237,Dresses,Dorothy Perkins,Red,Petite Red Spot Wrap Midi Dress,£15.75,£35.00,Save 55%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-red-spot-wrap-midi-dress_bqq19380?colour=red,https://mediahub.debenhams.com/bqq19380_red_xl_1?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Red Spot Wrap Midi Dress red,,,,
238,Dresses,Dorothy Perkins,,Petite Mono Abstract V Neck Frill Detail Midi Dress,£12.00,£39.00,Save 69%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-mono-abstract-v-neck-frill-detail-midi-dress_bqq18233?colour=mono,https://mediahub.debenhams.com/bqq18233_mono_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Mono Abstract V Neck Frill Detail Midi Dress mono,,,,
239,Dresses,Dorothy Perkins,,Petite Wrap Puff Sleeve Mini Dress,£12.00,£39.00,Save 69%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-wrap-puff-sleeve-mini-dress_bqq17588?colour=pink,https://mediahub.debenhams.com/bqq17588_pink_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Wrap Puff Sleeve Mini Dress pink,,,,
240,Dresses,Dorothy Perkins,,Petite Floral Shirred Bodice Mini Dress,£9.00,£29.00,Save 69%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-floral-shirred-bodice-mini-dress_bqq17677?colour=floral,https://mediahub.debenhams.com/bqq17677_floral_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Floral Shirred Bodice Mini Dress floral,,,,
241,Dresses,Dorothy Perkins,,Petite Frill Sleeve Tie Waist Mini Dress,£12.00,£39.00,Save 69%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-frill-sleeve-tie-waist-mini-dress_bqq17587?colour=pink,https://mediahub.debenhams.com/bqq17587_pink_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Frill Sleeve Tie Waist Mini Dress pink,,,,
242,Dresses,Dorothy Perkins,,Petite Pastel Ditsy Print V Neck Mini Dress,£9.00,£25.00,Save 64%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-pastel-ditsy-print-v-neck-mini-dress_bqq10812?colour=multi,https://mediahub.debenhams.com/bqq10812_multi_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Pastel Ditsy Print V Neck Mini Dress multi,,,,
243,Dresses,Dorothy Perkins,,Petite Flutter Sleeve Tie Back Mini Dress,£13.00,£39.00,Save 67%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-flutter-sleeve-tie-back-mini-dress_bqq17586?colour=multi,https://mediahub.debenhams.com/bqq17586_multi_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Flutter Sleeve Tie Back Mini Dress multi,,,,
244,Dresses,Dorothy Perkins,,Petite Tie Shoulder Heart Print Midi Dress,£14.00,£35.00,Save 60%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-tie-shoulder-heart-print-midi-dress_bqq17254?colour=black,https://mediahub.debenhams.com/bqq17254_black_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Tie Shoulder Heart Print Midi Dress black,,,,
245,Dresses,Dorothy Perkins,,Petite Tropical Tiered Midi Dress,£15.60,£39.00,Save 60%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-tropical-tiered-midi-dress_bqq17555?colour=pink,https://mediahub.debenhams.com/bqq17555_pink_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Tropical Tiered Midi Dress pink,,,,
246,Dresses,Dorothy Perkins,Blue,Petite Blue Abstract Shirred Waist Detail Mini Dress,£12.00,£29.00,Save 59%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-blue-abstract-shirred-waist-detail-mini-dress_bqq17681?colour=blue,https://mediahub.debenhams.com/bqq17681_blue_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Blue Abstract Shirred Waist Detail Mini Dress blue,,,,
247,Dresses,Dorothy Perkins,,Petite Poplin Frill Tiered Midi Dress,£13.00,£35.00,Save 63%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-poplin-frill-tiered-midi-dress_bqq17105?colour=hot%20pink,https://mediahub.debenhams.com/bqq17105_hot%20pink_xl_1?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Poplin Frill Tiered Midi Dress hot pink,,,,
248,Dresses,Dorothy Perkins,Black,Petite Black Frill Neck Midi Dress,£24.50,£35.00,Save 30%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-black-frill-neck-midi-dress_bqq06104?colour=black,https://mediahub.debenhams.com/bqq06104_black_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Black Frill Neck Midi Dress black,,,,
249,Dresses,Dorothy Perkins,,Petite Multi Floral Print Tie Sleeve Midi Dress,£16.00,£45.00,Save 64%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-multi-floral-print-tie-sleeve-midi-dress_bqq09752?colour=multi,https://mediahub.debenhams.com/bqq09752_multi_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Multi Floral Print Tie Sleeve Midi Dress multi,,,,
250,Tops,Dorothy Perkins,,Petite Cotton Heart T-shirt,£5.40,£12.00,Save 55%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-cotton-heart-t-shirt_bqq16999?colour=multi,https://mediahub.debenhams.com/bqq16999_multi_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Cotton Heart T-shirt multi,,,,
251,Tops,Dorothy Perkins,Pink,Petite Pink Floral Roll Sleeve Blouse,£13.00,£22.00,Save 41%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-pink-floral-roll-sleeve-blouse_bqq18406?colour=pink,https://mediahub.debenhams.com/bqq18406_pink_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Pink Floral Roll Sleeve Blouse pink,,,,
252,Dresses,Dorothy Perkins,,Petite Sage Floral Shirred Waist Detail Mini Dress,£14.50,£29.00,Save 50%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-sage-floral-shirred-waist-detail-mini-dress_bqq17682?colour=floral,https://mediahub.debenhams.com/bqq17682_floral_xl_1?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Sage Floral Shirred Waist Detail Mini Dress floral,,,,
253,Tops,Dorothy Perkins,,Petite Cotton Animal T-shirt,£6.00,£12.00,Save 50%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-cotton-animal-t-shirt_bqq17007?colour=animal,https://mediahub.debenhams.com/bqq17007_animal_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Cotton Animal T-shirt animal,,,,
254,Blazers,Dorothy Perkins,,Petite Stripe Patch Pocket Seamed Blazer,£17.00,£55.00,Save 69%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-stripe-patch-pocket-seamed-blazer_bqq16494?colour=denim-blue,https://mediahub.debenhams.com/bqq16494_denim-blue_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Stripe Patch Pocket Seamed Blazer denim-blue,,,,
255,Dresses,Dorothy Perkins,,Petite Ditsy V Neck Tiered Angel Sleeve Mini Dress,£8.70,£29.00,Save 70%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-ditsy-v-neck-tiered-angel-sleeve-mini-dress_bqq16848?colour=purple,https://mediahub.debenhams.com/bqq16848_purple_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Ditsy V Neck Tiered Angel Sleeve Mini Dress purple,,,,
256,Dresses,Dorothy Perkins,,Petite Blouson Waist Detail Mini Dress,£13.00,£29.00,Save 55%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-blouson-waist-detail-mini-dress_bqq17538?colour=animal,https://mediahub.debenhams.com/bqq17538_animal_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Blouson Waist Detail Mini Dress animal,,,,
257,Dresses,Dorothy Perkins,Green,Petite Green Spot Shirred Midi Dress,£19.50,£39.00,Save 50%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-green-spot-shirred-midi-dress_bqq06125?colour=green,https://mediahub.debenhams.com/bqq06125_green_xl_1?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Green Spot Shirred Midi Dress green,,,,
258,Dresses,Dorothy Perkins,,Petite Animal Print Button Through Bardot Midi Dress,£14.00,£35.00,Save 60%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-animal-print-button-through-bardot-midi-dress_bqq10790?colour=animal,https://mediahub.debenhams.com/bqq10790_animal_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Animal Print Button Through Bardot Midi Dress animal,,,,
259,Dresses,Dorothy Perkins,,Petite Print Sweetheart Puff Sleeve Dress,£14.00,£35.00,Save 60%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-print-sweetheart-puff-sleeve-dress_bqq05154?colour=ivory,https://mediahub.debenhams.com/bqq05154_ivory_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Print Sweetheart Puff Sleeve Dress ivory,,,,
260,Dresses,Dorothy Perkins,,Petite Strappy Shirred Bodice Midi Dress,£14.50,£29.00,Save 50%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-strappy-shirred-bodice-midi-dress_bqq17119?colour=blue,https://mediahub.debenhams.com/bqq17119_blue_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Strappy Shirred Bodice Midi Dress blue,,,,
261,Dresses,Dorothy Perkins,,Petite Floral Square Neck Tiered Midi Dress,£17.50,£35.00,Save 50%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-floral-square-neck-tiered-midi-dress_bqq17615?colour=floral,https://mediahub.debenhams.com/bqq17615_floral_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Floral Square Neck Tiered Midi Dress floral,,,,
262,Tops,Dorothy Perkins,,Petite Navy Spot Puff Sleeve Overhead Shirt,£11.60,£29.00,Save 60%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-navy-spot-puff-sleeve-overhead-shirt_bqq10161?colour=navy,https://mediahub.debenhams.com/bqq10161_navy_xl_1?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Navy Spot Puff Sleeve Overhead Shirt navy,,,,
263,Blazers,Dorothy Perkins,,Petite Turn Back Cuff Blazer,£20.00,£49.00,Save 59%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-turn-back-cuff-blazer_bqq16495?colour=blush,https://mediahub.debenhams.com/bqq16495_blush_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Turn Back Cuff Blazer blush,,,,
264,Blazers,Dorothy Perkins,,Petite Stripe Blazer,£13.00,£55.00,Save 76%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-stripe-blazer_bqq16555?colour=grey,https://mediahub.debenhams.com/bqq16555_grey_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Stripe Blazer grey,,,,
265,Dresses,Dorothy Perkins,Blue,Petite Blue Floral V Neck Short Sleeve Midi Dress,£19.25,£35.00,Save 45%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-blue-floral-v-neck-short-sleeve-midi-dress_bqq16148?colour=blue,https://mediahub.debenhams.com/bqq16148_blue_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Blue Floral V Neck Short Sleeve Midi Dress blue,,,,
266,Blazers,Dorothy Perkins,,Petite Boxy Blazer,£19.60,£49.00,Save 60%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-boxy-blazer_bqq16751?colour=sage,https://mediahub.debenhams.com/bqq16751_sage_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Boxy Blazer sage,,,,
267,Dresses,Dorothy Perkins,,Petite Square Neck Lace Midi Dress,£32.50,£65.00,Save 50%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-square-neck-lace-midi-dress_bqq16516?colour=navy,https://mediahub.debenhams.com/bqq16516_navy_xl_1?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Square Neck Lace Midi Dress navy,,,,
268,Dresses,Dorothy Perkins,Blue,Petite Blue Ditsy Elasticated Waist Mini Dress,£9.00,£29.00,Save 69%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-blue-ditsy-elasticated-waist-mini-dress_bqq17691?colour=blue,https://mediahub.debenhams.com/bqq17691_blue_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Blue Ditsy Elasticated Waist Mini Dress blue,,,,
269,Dresses,Dorothy Perkins,,Petite Floral Shirred Bodice Midi Dress,£17.55,£39.00,Save 55%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-floral-shirred-bodice-midi-dress_bqq17573?colour=multi,https://mediahub.debenhams.com/bqq17573_multi_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Floral Shirred Bodice Midi Dress multi,,,,
270,Dresses,Dorothy Perkins,Pink,Petite Pink Ditsy Bardot Button Through Midi Dress,£19.25,£35.00,Save 45%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-pink-ditsy-bardot-button-through-midi-dress_bqq16902?colour=pink,https://mediahub.debenhams.com/bqq16902_pink_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Pink Ditsy Bardot Button Through Midi Dress pink,,,,
271,Tops,Dorothy Perkins,,Petite Square Neck Double Frill Sleeve Top,£8.00,£20.00,Save 60%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-square-neck-double-frill-sleeve-top_bqq17398?colour=black,https://mediahub.debenhams.com/bqq17398_black_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Square Neck Double Frill Sleeve Top black,,,,
272,Tops,Dorothy Perkins,,Petite Navy Ditsy Ruffle Short Sleeve Blouse,£10.00,£25.00,Save 60%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-navy-ditsy-ruffle-short-sleeve-blouse_bqq11712?colour=ivory,https://mediahub.debenhams.com/bqq11712_ivory_xl_1?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Navy Ditsy Ruffle Short Sleeve Blouse ivory,,,,
273,Dresses,Dorothy Perkins,Blue,Petite Blue Floral Mini Dress,£25.00,,,https://www.dorothyperkins.com/product/dorothy-perkins-petite-blue-floral-mini-dress_bqq11367?colour=blue,https://mediahub.debenhams.com/bqq11367_blue_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Blue Floral Mini Dress blue,,,,
274,Trousers,Dorothy Perkins,Black,Petite Black Leggings,£9.75,£15.00,Save 35%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-black-leggings_bqq16237?colour=black,https://mediahub.debenhams.com/bqq16237_black_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Black Leggings black,,,,
275,Dresses,Dorothy Perkins,Blue,Petite Blue Broderie Trim Button Front Midi Dress,£24.50,£49.00,Save 50%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-blue-broderie-trim-button-front-midi-dress_bqq18747?colour=blue,https://mediahub.debenhams.com/bqq18747_blue_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Blue Broderie Trim Button Front Midi Dress blue,,,,
276,Dresses,Dorothy Perkins,,Petite Spot Tie Front Button Through Midi Dress,£15.75,£35.00,Save 55%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-spot-tie-front-button-through-midi-dress_bqq16726?colour=blue,https://mediahub.debenhams.com/bqq16726_blue_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Spot Tie Front Button Through Midi Dress blue,,,,
277,Skirts,Dorothy Perkins,,Petite Tailored Midi Skirt,£17.40,£29.00,Save 40%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-tailored-midi-skirt_bqq16820?colour=camel,https://mediahub.debenhams.com/bqq16820_camel_xl_1?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Tailored Midi Skirt camel,,,,
278,Dresses,Dorothy Perkins,,Petite Channel Waist Detail Midi Dress,£19.25,£35.00,Save 45%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-channel-waist-detail-midi-dress_bqq17562?colour=floral,https://mediahub.debenhams.com/bqq17562_floral_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Channel Waist Detail Midi Dress floral,,,,
279,Dresses,Dorothy Perkins,,Petite Mono Ditsy Tie Front Sweetheart Mini Dress,£20.30,£29.00,Save 30%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-mono-ditsy-tie-front-sweetheart-mini-dress_bqq16963?colour=mono,https://mediahub.debenhams.com/bqq16963_mono_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Mono Ditsy Tie Front Sweetheart Mini Dress mono,,,,
280,Dresses,Dorothy Perkins,,Petite Palm Print Button Through Midi Dress With Pockets,£19.50,£39.00,Save 50%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-palm-print-button-through-midi-dress-with-pockets_bqq16689?colour=black,https://mediahub.debenhams.com/bqq16689_black_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Palm Print Button Through Midi Dress With Pockets black,,,,
281,Dresses,Dorothy Perkins,Red,Petite Red Shirred Cuff Midi Dress,£28.00,£35.00,Save 20%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-red-shirred-cuff-midi-dress_bqq11603?colour=red,https://mediahub.debenhams.com/bqq11603_red_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Red Shirred Cuff Midi Dress red,,,,
282,Dresses,Dorothy Perkins,,Petite Poplin Oversized Shirt Dress,£10.15,£29.00,Save 65%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-poplin-oversized-shirt-dress_bqq17106?colour=pink,https://mediahub.debenhams.com/bqq17106_pink_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Poplin Oversized Shirt Dress pink,,,,
283,Skirts,Dorothy Perkins,,Petite Drape Button Side Ponte Mini Skirt,£6.60,£22.00,Save 70%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-drape-button-side-ponte-mini-skirt_bqq15855?colour=black,https://mediahub.debenhams.com/bqq15855_black_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Drape Button Side Ponte Mini Skirt black,,,,
284,Dresses,Dorothy Perkins,Blue,Petite Blue Ditsy Ruffle Hem Mini Dress,£14.50,£29.00,Save 50%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-blue-ditsy-ruffle-hem-mini-dress_bqq18912?colour=blue,https://mediahub.debenhams.com/bqq18912_blue_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Blue Ditsy Ruffle Hem Mini Dress blue,,,,
285,Dresses,Dorothy Perkins,,Petite Frill Sleeve Tie Waist Mini Dress,£13.65,£39.00,Save 65%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-frill-sleeve-tie-waist-mini-dress_bqq17585?colour=mono,https://mediahub.debenhams.com/bqq17585_mono_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Frill Sleeve Tie Waist Mini Dress mono,,,,
286,Dresses,Dorothy Perkins,,Petite Ivory Floral Angel Sleeve Empire Seam Mini Dress,£12.25,£35.00,Save 65%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-ivory-floral-angel-sleeve-empire-seam-mini-dress_bqq18250?colour=ivory,https://mediahub.debenhams.com/bqq18250_ivory_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Ivory Floral Angel Sleeve Empire Seam Mini Dress ivory,,,,
287,Tops,Dorothy Perkins,Blue,Petite Blue Zebra Shirred Hem Long Sleeve Blouse,£15.00,£25.00,Save 40%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-blue-zebra-shirred-hem-long-sleeve-blouse_bqq19598?colour=blue,https://mediahub.debenhams.com/bqq19598_blue_xl_1?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Blue Zebra Shirred Hem Long Sleeve Blouse blue,,,,
288,Dresses,Dorothy Perkins,,Petite Mono Floral Print Ruffle Front Midi Dress,£15.75,£35.00,Save 55%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-mono-floral-print-ruffle-front-midi-dress_bqq18917?colour=mono,https://mediahub.debenhams.com/bqq18917_mono_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Mono Floral Print Ruffle Front Midi Dress mono,,,,
289,Tops,Dorothy Perkins,,Petite Broderie Short Sleeve Victoriana Top,£17.40,£29.00,Save 40%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-broderie-short-sleeve-victoriana-top_bqq17142?colour=ivory,https://mediahub.debenhams.com/bqq17142_ivory_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Broderie Short Sleeve Victoriana Top ivory,,,,
290,Dresses,Dorothy Perkins,,Petite Shirred Cuff Wrap Detail Mini Dress,£14.50,£29.00,Save 50%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-shirred-cuff-wrap-detail-mini-dress_bqq17543?colour=blue,https://mediahub.debenhams.com/bqq17543_blue_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Shirred Cuff Wrap Detail Mini Dress blue,,,,
291,Dresses,Dorothy Perkins,,Petite Tiered Tie Shoulder Midi Dress,£14.00,£35.00,Save 60%,https://www.dorothyperkins.com/product/dorothy-perkins-petite-tiered-tie-shoulder-midi-dress_bqq18184?colour=rust,https://mediahub.debenhams.com/bqq18184_rust_xl?qlt=80&w=320&h=480&dpr=1&fit=ctn,Product Petite Tiered Tie Shoulder Midi Dress rust,,,,
